(-472042759738, 90813717130)
(-929818201252, -1831988574272)
(36560841062, -1192817102375)
(1464938325152, -769245135039)
(-154022035737, 544607616460)
(562377579170, 189786016593)
(12587844954, -1961454908589)
(241163578208, -1883165931661)
(1794231279081, 1410380246734)
(-224327832025, 1436335112919)
(1132981262506, -356636489341)
(-1127320531710, 627453164845)
(657547859134, -1434927338060)
(804686061348, 1992242639186)
(-1277813899101, -1711613321359)
(484549976251, 1261266425610)
(446854675953, 1422491793099)
(214598666681, -1554222336964)
(152888435521, 1892988831996)
(-1876915315186, 1789019825573)
(62934161169, -1532292439878)
(-61009377337, 1985988263691)
(-722378941373, -878401123084)
(1628426490901, -1699580392433)
(1878688607208, 102796816498)
(1419294960972, -1807655377364)
(58246070162, -1232619777956)
(-1201913682836, 1139242320671)
(513336815140, -1568481026914)
(1681276808942, 965996740768)
(-32972799847, 1430794158753)
(1148354810130, -97357734384)
(1961441071778, -396434759949)
(824920877113, 64668687645)
(1552693364303, -779700847524)
(-166452444488, -673952378411)
(1309751820290, 765942292989)
(107267518203, 573475005343)
(1388631288498, -1519911993567)
(-502357636902, 156370265338)
(1671483857350, 644233047590)
(1008208205747, -953800208737)
(659079424404, -771227047445)
(-1314952045724, 1673997746954)
(-665450909225, -144020831203)
(-1446209705119, -171844015223)
(870029957778, 415528702892)
(-860829948419, 1028986269143)
(-1856286571233, 1517753256573)
(39987907975, 1667122620562)
(-854314002483, 1831981870817)
(1882014620418, -1170283408945)
(1083003604565, 1069093486854)
(-1182804023844, -1857528601113)
(-1876785809224, 1618218598470)
(-1506924105248, 1853892641718)
(1115633002239, -382929550434)
(541479087417, -1948048658654)
(-1768832283222, 458182257000)
(-864822284342, 1529260188161)
(-1855491274195, 1820319753318)
(-1623684225263, 1852355719919)
(42315494550, 934040983946)
(-120757642244, -422857977312)
(-1702209252226, 1173952347660)
(1761236704241, -33383619918)
(432862403627, -792387637876)
(-636747623955, -1168782235163)
(814960585145, -1601994179313)
(-495482008952, -1445156725055)
(-1083843285246, 1784877557887)
(631552948184, 406897054386)
(236151651746, 1772834029819)
(-781805001082, -1442953434109)
(107208036967, -1403133031447)
(-1322882894507, 384498345084)
(162881094516, 481614216213)
(1693692482184, -374429696427)
(161147662988, 1832856109190)
(-885632507619, -652121773753)
(1207194705978, -1927283735294)
(105150475270, -795671446611)
(-1043622953797, 1134119427829)
(370980228503, 1416245706008)
(35069758391, 324466581216)
(-585543257983, 1318187192483)
(-1715718725384, -236880247931)
(1035164686361, 806800539384)
(-759705096547, -123190929702)
(1196441729806, -40629359633)
(-1601401409018, 59201952015)
(-1145710238393, 153083024077)
(-1389569800462, 740350560116)
(-1493865991603, 481878821471)
(-1796202194365, -53322347814)
(-417271632567, -968096098891)
(-344279434158, -1135058392867)
(-933226876725, 1563619540434)
(-782929328105, -1106429143636)
(-1737084178832, 1783136175871)
(1387991235973, 1156821665475)
(-342766264250, 993277206910)
(-1124380730103, -530040548272)
(-1305851269264, -395952073210)
(994217295728, -750573067728)
(-22404851894, -1590906966136)
(-1798013048673, -1259166080669)
(-1070035783576, -1070188885434)
(-1956839515486, 883928835188)
(539844746724, -296257382458)
(-1826363209067, 1252640738053)
(413434911741, 978535090624)
(-1652066096256, 1662379993013)
(-690459180876, -1201833707293)
(-255751588531, -707014018103)
(1312198438897, -1884514376229)
(-1856123609574, 737879244595)
(557202698328, -1857086638911)
(-1406731840218, -1408414136617)
(1506895458247, -1567702790666)
(297891885709, -1438521429780)
(1834928865813, 362842784042)
(-1725916593287, -1195367185522)
(716656221752, 933568415429)
(1576626597843, -579512248967)
(1041950912600, 867964998491)
(336698251624, -869583769516)
(1144594441925, -678294237323)
(86956648649, 1064135926810)
(-451185303847, 811796743962)
(-270604581584, -1943233522074)
(1198327140971, 1667767430549)
(358681762945, -1449498691487)
(1605248604486, 1415086576249)
(133739587353, 1603306493445)
(1592651785460, -422483504812)
(1956232444925, 1600121938442)
(744249404446, 552135649682)
(-679734366805, -202240157599)
(205408005592, 1202965093849)
(1684802043935, 402801584043)
(-658116421354, -992455766283)
(-791105280207, -375081960903)
(-1147586321798, -498018048535)
(1885221569062, -1343211897122)
(-338752100583, -281072810550)
(632262897303, -1125442967030)
(-1546985399185, -1697894186932)
(-773664183734, 1899709096798)
(1652000704194, 919670365252)
(363479152354, 301775942440)
(1846387914204, 232982364685)
(71255535623, 342553214033)
(-1096657898414, 704802304599)
(725309650061, 414268989185)
(475134087960, 649436527899)
(-674960728977, -1287641269730)
(1973492704581, 1025267059104)
(-1373969357060, -896651056343)
(787867877419, 763045976181)
(1629421659359, 824056019197)
(1106111256863, -630132473200)
(-1941120001002, 1973666280094)
(-1908539900605, 1824437331979)
(-1544844017188, 1175821695159)
(-1961034527446, 1499822578156)
(-883201609637, -84789706739)
(1355530180538, 965855653165)
(957205725820, -1853197325350)
(1935167725877, -1445463932395)
(-762059859430, 1922351233953)
(-360237643198, 50520737358)
(-909202615009, -1592713243301)
(-1216555267544, -937321099748)
(-542633936772, 1594950510109)
(1236952324999, -1561536189336)
(-604815685597, 1064355582898)
(1515325400024, 634368090085)
(1017590194811, -670295483057)
(1193015689539, -1248240441460)
(-460575412330, 764166498353)
(-319345990565, -568122245152)
(1680989115850, 214143285509)
(-98726550096, 1366200728492)
(1666048081971, -1430242422095)
(157904141420, -265127363607)
(-1103502042397, -339946855715)
(-1086679457398, -356687466050)
(-578929877702, 1315565679734)
(1014765174342, 934212225173)
(-1899509579832, -668565316759)
(945125896464, -1740940627997)
(1706342038828, -1494067438371)
(-1744702497051, 595519299831)
(-1998450528726, -1507658134266)
(-119666959029, 828897626659)
(1913304874154, 1884035441135)
(1112720621180, -1474549451353)
(-1601125782366, 898538433965)
(1673175771190, 1322114074741)
(181691077321, -1064537900847)
(1897830103401, -939405751881)
(-236866491180, 1193266382880)
(-197262962796, -1753614671064)
(745731363520, 1575152660823)
(-1081383548587, -1117464770367)
(162436179389, 1681039021179)
(1357996357136, -1783981991066)
(1338898974920, -1128930790590)
(-27304000617, -1325615327679)
(-23445267957, -688909723811)
(-1160544002788, -1004590134210)
(1372811559333, 1891631924593)
(1140793605051, 705603311956)
(1489236242677, 1342059237110)
(1213818512709, 1363983140274)
(-326469309687, 1242835985848)
(8720279205, -595566741505)
(-363206704462, -871007283747)
(50657148119, -722978372316)
(1265911535551, 723873537574)
(494352593896, 1442024609546)
(1722117836184, 1969156211861)
(-881225537445, 1357620278217)
(-708744788925, -60544254553)
(-1915805856367, -1874342048501)
(920780340408, -1856050087970)
(-1081104328607, -1479407991437)
(1420013500112, 1081269113847)
(-1705478677743, -1395229586886)
(-604671307087, -1578468428462)
(-124835226611, 841689215888)
(-56836692717, -531693573941)
(1494510712653, -844738033144)
(1961603177480, -513315687237)
(-1624549569624, 477802845663)
(730316661448, 882579753151)
(1321871442123, 1880849344388)
(-568623547409, -824701774952)
(1147064180673, 412120243528)
(-933909228366, 185444432972)
(1283985320613, 159194191161)
(1998252159156, 1832683267)
(-290015466969, 475227561748)
(-216472780701, 1981661429964)
(80432822764, -1459645449596)
(-545172547112, 763047392752)
(-1570349414549, 454105335055)
(-741084403159, 468123882550)
(-1587998234620, 1785166424364)
(180871932177, -213411764247)
(-1014421261784, 1183700650377)
(-1837770326608, 1256066997726)
(-1099717249559, 1556303521773)
(352530965944, 1413416437669)
(412444551959, -596852502354)
(-635456188718, -1542884945594)
(-1919501500215, -778232016904)
(838538551714, -1357877727762)
(1190855432044, 1784104451215)
(415597886514, 181844687813)
(1411800261391, -91277205339)
(-21935579960, -370890281957)
(1262659219833, 1223357430399)
(1670448428714, -491196249762)
(-911056652461, 305363694010)
(1152618862658, 859943563509)
(879853137954, -100997526586)
(-1880796438872, 1189974223664)
(-1447464031466, 948114992007)
(786087358951, -392123887716)
(-2330464922, -831876134538)
(-989293417904, 225857534057)
(-1744729246668, 564143546293)
(-1874564114127, -1371999895527)
(-936316942486, -1428720181318)
(555207778595, -1708387346543)
(826535520945, -1390459966330)
(-609323293863, -1239772175648)
(1516657868313, -1567196998018)
(-845856491021, 553570988595)
(549562273103, 1046351382004)
(695476896967, 248266452673)
(-186584666089, -1286218743223)
(-1928579709521, 1244742275375)
(1303039026436, -727114065393)
(1251924958123, -1052371901986)
(-1209124047896, 642576157964)
(-736735087774, 666381397243)
(-86249754111, -426420750677)
(-1772776200058, 1224257624867)
(-827525954170, -1858589644353)
(675033904031, 457988659090)
(1444801387880, 1743966801410)
(230002331067, -918198585914)
(-1477635073704, -1692552082412)
(-605541896461, -1831950262239)
(1315218329494, -1706903221919)
(1754878530569, 1432563737648)
(-708289047556, 80751206848)
(1644119335010, 1970084213867)
(326505312585, 1914334791112)
(540207677932, 1652680457693)
(-1008873102342, 1405354126060)
(-1606774400612, 368898096812)
(-1283219590316, -1146824819379)
(1693342963325, -877594916952)
(-623714524042, -181969696469)
(822330956162, 1993050683606)
(842103165884, 688833527125)
(1461129469821, 1951165789471)
(-114835521346, 1034375490809)
(-94290992268, 626222668323)
(-1746186069281, 1116007927159)
(99003808526, -1700055467221)
(-1837949846710, -1745615151196)
(233089261180, 1212057863804)
(1988166874050, 352471946853)
(-463413061755, -209787767880)
(1850647974917, 1739877154924)
(68189409166, 1144486353330)
(-1529621867080, -1467854723292)
(1127953746898, 1952736948825)
(-1370063650069, 104213289594)
(1359505829264, 1753764748567)
(-254216717392, -425671339145)
(239344155577, 1002548216355)
(-105585260585, -1720933548915)
(-1365634708818, -1339117561867)
(-1378787734665, -496938430969)
(1894075624124, -1498970406768)
(-1932014203166, 241827157428)
(1090988832190, -34693283219)
(1751189480634, 1074473290572)
(-1425780271783, 1581414836436)
(-183168103024, 405546285364)
(-1614324128887, 973198247334)
(680177668668, -1016236960646)
(1758389701606, -1535008298648)
(1936979659276, 1438762851624)
(1615020306607, 820331677865)
(-28256772693, -1705498809784)
(356550392409, -1680480325161)
(-1406616153665, -49944080179)
(1795961218962, -932454796923)
(-1351842883011, 1612271202654)
(-624307239500, -975939599895)
(-1385867557978, 319786342039)
(1926438743046, -1392614265379)
(579095084041, -609897240127)
(1373873662985, 622081909175)
(-1450964505706, -203740425287)
(-211822954880, 579048414918)
(1422333415955, 966009907318)
(-1918193288563, 1274323647656)
(1331471095320, 279349154567)
(306767726653, -135186415424)
(1901474036642, -1252088694722)
(1652951128874, 645791245379)
(1517856109636, -917541736952)
(-1763699225123, 674834074274)
(-644003225584, 1665624079305)
(195981097313, 95910620709)
(-1069686454523, 348938924032)
(1272191750217, 1217378804120)
(384582125684, 75295450258)
(195199068621, 1366998364863)
(-188750087524, 706365449677)
(841732954299, 1773407228535)
(-81670309454, -1123408724694)
(-578850488327, 41778232600)
(-1789769010534, 1737458424037)
(-1965299237133, -1941315209303)
(-174371437922, 1846023070947)
(1462856612652, -74486768209)
(909975302516, 222399277176)
(311730607835, 1894866834497)
(-1832835102515, -1295632160158)
(1538023909355, -140033276387)
(-676579876275, 1671986536948)
(1340446752264, -1993668209214)
(-22417577688, 605576978990)
(-189770617582, -9835705811)
(1241585546413, -1919349014941)
(-26599101404, -1860587373753)
(358056155999, -1936728805862)
(1223462533119, -1307822305494)
(1465677280462, 1095394665033)
(1764375703662, 505612716884)
(-772096989523, -1107096265166)
(-1096039521845, 421121819044)
(1131177280211, -811071273233)
(238572639129, 1285554148836)
(-716817087674, -1915007866345)
(-940634101601, 1606438396412)
(734874609272, -1557534091930)
(-1001525013484, -1432784892201)
(1682956466898, -1964123902950)
(-609968056752, 1357757476401)
(-281864955934, 1918405460985)
(1284514349347, 1574155256220)
(482885844164, 1825582063955)
(1840739608305, 964179839842)
(604837696068, 1277752405056)
(-1064883927537, -506502708866)
(-159015579342, -767742161637)
(687984368231, -1921340646256)
(1372855181482, -968278792288)
(-1148465735108, -99387627514)
(523895283853, -264475196766)
(-1558362259182, 1515883039088)
(1301058741229, 1276077150479)
(1153834193788, 1391659027961)
(578769643386, 858472804979)
(-928107234298, 630720799236)
(-1725062085742, -399724744000)
(-1368777631000, 478847687502)
(1951159720866, 1161053784665)
(-1748629199072, -653362078136)
(-1989601530245, -1584726309532)
(-867252175904, -64039679437)
(-1916957593166, -1365829292460)
(-1920403125534, 1972596907015)
(-798644822574, -908113041644)
(-629375064416, 569498309451)
(364424469606, -1368567557507)
(-1377101037453, 27211942934)
(1479641206080, -1540507252043)
(-1024814654200, 1447206955539)
(-1067970498875, 1271589288378)
(-346879617168, 1844987820355)
(-1553159250907, -1124339639375)
(762364804004, 1798553303006)
(-839526767799, -1549606192682)
(-1415897116007, 762437032515)
(599157104285, -1728779163732)
(-1488609694681, -1426134095347)
(1917863432650, -1425059738380)
(-506566059020, -565379824268)
(1408282179006, -663180404344)
(142026993852, 1838253653533)
(1469088288243, -1448847367660)
(1167675983570, 1051565193827)
(369320597085, -345295530374)
(-1071146841338, 935112519563)
(-924867452887, 1167955219949)
(-1355364863114, -550833680692)
(565037677698, 511624559501)
(-1660007797671, 737787980878)
(-1546540231794, 744292912536)
(-226951984393, -1277498761687)
(1320937726681, 535981097115)
(1978315229733, 124024865940)
(-1802615783170, 1557093809032)
(-193576493535, 1747492682511)
(1773433238598, 906294830402)
(-78019953587, -1578201324545)
(261740145791, -973339946577)
(-1609474851321, -1356262884954)
(1782940300061, 1856459643041)
(114786901523, -109443260977)
(62416908972, 208861032921)
(-953287308712, 1237348638293)
(-682734074219, -1917980305592)
(961423479287, 1554976308784)
(841674264898, 1530854659036)
(-957859585081, 1996491785305)
(-1821265181455, -1670151184014)
(-524996707242, -1557310850284)
(1773225261497, -225384976247)
(1780619203438, -600011919703)
(-866665326564, 1201483739557)
(1896809229692, 1266635985465)
(-1488671410119, -492560515671)
(-327507666577, 559212476935)
(-1364002714486, -1312469988456)
(-1212075228576, 837048023885)
(1574377312376, -1058564486952)
(-1888069872657, 526400999547)
(562713423589, -1602457025874)
(-1131977083515, -1474523502162)
(1403049116079, 1218397517766)
(674804176197, -378857252811)
(-1161730946844, 507478973681)
(-1790951855427, -990712734042)
(127023642430, 1719132733406)
(1677831122881, -5746066184)
(-289696366577, 942408466203)
(-628077910108, -435293248756)
(-1638938148173, 1255367220830)
(1819870004564, -1658632642071)
(-1792455446919, -477818319934)
(-1348711160461, 1594435082016)
(-1442912032632, -712369975686)
(1742203934278, 664274547924)
(784772829884, -834183193538)
(1787261901135, -205709498444)
(-291899477823, -1026159866348)
(-1630382919924, 1574910839936)
(1073004029730, -1018628457633)
(481776497218, 1182172342335)
(1324077494223, -1982295170985)
(-575394535875, -1549578973458)
(1408941873771, -1264958768008)
(-915992141879, -1886566107760)
(-763465954564, -1505974120422)
(15287543178, -1270796485989)
(-556756745181, -1427316073021)
(60533471543, 449828702292)
(1910747120778, -948783158503)
(-378085652760, 502727377440)
(-1824093918364, 1829761332456)
(-183876654457, 1602946813343)
(374863337436, -124653468023)
(-481681684410, 797639998008)
(-1921745524305, -1136804516080)
(1632411117249, 882220960007)
(-1186294935618, -1628027459230)
(-742227923013, 1473479154441)
(1625747007515, -1433696763770)
(495027870687, 1677915655359)
(1846301952310, -245203369218)
(1686812194046, 459571378638)
(-1247202970965, -1907893715075)
(-721138627271, -1390002385991)
(919723512786, 1461835779627)
(951261099657, 1790195990591)
(-1767166570501, 476228627503)
(1579780395672, -856049957817)
(-1054126409755, 1653426452637)
(-649281914151, -1324776380445)
(1734887729011, 80707535103)
(201003754593, -1564604410613)
(-517424426903, -372833259424)
(-706179226438, 1010107692132)
(-1086918320529, 1229333152241)
(-1885342268628, -1840328013382)
(-1912278927602, -1350841227241)
(-1149204347615, -1810850073482)
(1401932377745, 1269876056104)
(1480763679518, -1945240068656)
(-126074310807, -840362196010)
(-1539933567243, 1364267427884)
(-170309843749, -328336643230)
(1794798644230, 1172768814936)
(-1221498272095, -178582615097)
(624064360904, 1860909403296)
(-528117917673, -1019716156510)
(-1053793715334, 1072220303646)
(-564125760901, 707946113951)
(-326538153101, -1573172231759)
(1928760839214, 1249070483173)
(735732494962, -826472194295)
(588072164331, -1165910465978)
(736088712951, 1530757935012)
(-1347480016681, -128105079740)
(627938915892, -1692506560876)
(-1663020988823, 1432107409997)
(-580743665318, 732106431375)
(1908381117361, 1511162280713)
(1167184789647, 162544612294)
(-215762265306, -1905264250542)
(104729625515, -83086789717)
(-588794465567, 273094122034)
(-102392921121, -1401409821782)
(-882766293111, -1578687649266)
(-726790800305, -1255193204119)
(942486037642, 683535362351)
(-411878618067, -57122628002)
(1754782762276, 371509883069)
(1319808554241, -1047716315064)
(1160910421493, -1870660434717)
(396558871315, 1584969790794)
(-898267703668, 1159865032400)
(-978086478140, 1685485455140)
(-1411860950461, -911349826868)
(-674761196128, 1800195742070)
(137180768825, 684282778536)
(-1211658520892, 1958627180813)
(-292949125727, 868534266096)
(1103085887280, -1115769979377)
(-1595289991816, 1146006266813)
(950442873463, -1668458772962)
(1375066859861, 629905903866)
(-1831118148706, 445248818852)
(-1028850586548, 490769026730)
(-96147223287, -125046758808)
(112687946211, 388018171749)
(305340509697, -564531848010)
(-1952909387070, -1160605702853)
(1347550041677, -1543707989091)
(-1196692183638, 1941403386676)
(1280863708803, 1478748284899)
(65259628562, -1931310942836)
(1046105460876, -128612846014)
(206352257387, 349905956267)
(-1702174001795, -742289462192)
(895177199279, 1771865135769)
(-847369154707, 1031219597290)
(1504434212289, 1985319259358)
(-632949793702, -138280894340)
(-496582847358, 1224709366517)
(862975179370, -133802271258)
(1446556669957, -1718934497933)
(-1477293804145, -1419799583313)
(-557145893419, 1340205507319)
(-482081647308, -451463872528)
(-1324336981801, 1997623489002)
(-1852262408259, 259312632582)
(-1712674527506, -1596296416285)
(-1691507571410, 496157666382)
(545638878300, 865457881213)
(-949037284771, 62570492951)
(150681222495, 469537802284)
(-1239772786734, -13501843410)
(902935013004, 1418745520287)
(-1209237396184, -100518180050)
(-1788956456366, -1912754522973)
(497890108878, 1394976480145)
(-231359187675, 1459164659243)
(-1277834844225, -761818904255)
(638340192750, 919380948622)
(-794892137871, -21694547429)
(-350147871033, 1188789059678)
(1251377435516, -302410401484)
(-655629905974, 1756498373182)
(667305640239, -218117360790)
(-459495527820, 701144858665)
(-1700227015943, -300278807623)
(1349213072789, -793061450679)
(-263871649421, 726275032045)
(706350164830, -718688458477)
(1708594261657, -259126275642)
(-1814572761261, 1489936662148)
(1589790605495, 577735873340)
(1365289658876, 1978012262112)
(560247178848, -1277065185244)
(-225964262899, 51993440028)
(-45296614713, -565547987331)
(1040083734752, 326136884231)
(-1251538882463, -381331139215)
(1814098211243, -1080220896185)
(-1277639668518, 687055872212)
(683343455588, -1350165320316)
(1697930692000, -1796131440606)
(530783051305, -1575360338956)
(-1100581343624, 800848317203)
(1296249420389, -361569960640)
(-1663419898217, 1025188111042)
(80336624287, -106867519472)
(-760408554165, 1139929223145)
(-734649879253, 534532427011)
(749872096428, 1006231788773)
(1809013544885, 1365130917788)
(867890472310, -827407700486)
(-1822567808564, 1726237623294)
(181484582970, -1892681104899)
(1773998000907, 1036773921672)
(1662079428179, 935282867184)
(-670060192584, -1372582908671)
(-896466490593, -698349847379)
(1783899544819, 971528119299)
(341895280945, -1989896333605)
(603932237532, 891677905577)
(1605558644186, 1749312456998)
(1650635312572, 1332566701487)
(612205848138, 1162233617541)
(694635200091, -529481956044)
(640570970021, -621649352515)
(1673231171417, 1101406265068)
(-345745376210, -1984490453494)
(-728402634990, -194316124963)
(1843381743920, 1254930851896)
(1771575661138, 723311131709)
(1472546115997, -1383164544038)
(-1565645914880, -761418476693)
(604684001245, 1425672254413)
(-1117959544272, 597176840036)
(-102206817915, 577778962912)
(-114391175834, 384509451762)
(1667777964055, -731464313079)
(-1053600215051, -563618159088)
(-63952866521, -1188767078985)
(1746234133520, -569864497903)
(-5500967587, -1871632792168)
(-169396774927, -273343869557)
(-1799745360158, 1622349494596)
(1219162034505, -838899784235)
(1382103488006, 853591463174)
(1557966239808, -1280409655671)
(1430771844265, -351008627517)
(1388184751682, -1226645228564)
(643866126629, -426064551372)
(1460510997447, -1300475133772)
(-1834801366, 1785931296110)
(265877359249, -1003104019725)
(-1625897382260, 473989752766)
(-1472301861566, 352679174334)
(390386251600, 1431725894863)
(-421771124020, -893817221061)
(-1500833415939, 925421762918)
(-175007176400, 1137020474597)
(1834980223250, 1405486521662)
(184485475524, 1851654771014)
(-736087835755, -305789086499)
(-1865409776734, 1637099488658)
(622354155760, -1746285772915)
(989871007019, 1520072353211)
(1093640964707, -1421559929721)
(334631781508, -292374252949)
(-262343254986, -1589972820705)
(1844334352721, 1721313016262)
(1516053664814, 1187752096517)
(780350212429, -1940878015288)
(44808873677, 119823505353)
(151262959138, 1990554850158)
(-389231358900, 604634195718)
(-740669700093, -922762395827)
(-1639228102330, -759759394506)
(1849979218689, -758799013109)
(-1023874913657, 114559470158)
(-1123768979919, -1907803984965)
(-1354644496280, -1858028057157)
(-789038093170, -1978400046711)
(-144268273034, -1729565429686)
(-792300903129, -1749104869166)
(74543752471, -1531525635821)
(-557289474809, -46252745506)
(-1731023034042, -547503273393)
(-1659717134370, -1852427390548)
(40478754438, 1510873890652)
(1335401599089, -386212628503)
(198927569768, -1587066729573)
(1671532685235, -262662269567)
(-124277728081, -1957337002056)
(-1350651155909, -1149901311231)
(373083051426, -869710960002)
(-1738940114367, 829705062977)
(1599051165167, -435287660342)
(-1053598297938, 1905242772022)
(-89603613204, -818109399430)
(-828360620476, -1234806298605)
(-451166502433, -1406515557032)
(-1718143534439, 1494203298135)
(782342990475, 25917173896)
(-1523045285985, 413380481865)
(423801764108, -1987599228167)
(1859298677098, 23059354183)
(399390444955, -175998799476)
(-1981593343902, 1008992050219)
(739391426218, -832606144870)
(425834573251, 57468318976)
(-76441592978, -160039515843)
(1045305555767, 1542487870432)
(-1469459533870, -1088377205630)
(-286151241920, -397087012954)
(-1662250322836, 377374962019)
(-1324290976046, -716042261588)
(634649433863, -186525421914)
(897796371650, -73003005531)
(-1000304470416, 608642449118)
(-729093814714, -264769876679)
(291150473843, -1812650034823)
(-1859111004470, 1078068640829)
(1969887797392, 1893377062416)
(-1415400957242, -419770515880)
(75361313347, 234945796482)
(-1607461638918, -1316147458631)
(962375452409, 356118097762)
(-1027846915628, -1388965187662)
(877957241487, 884266043786)
(-137437979350, 894646659004)
(-987274136270, 25521686607)
(1152237242848, -530662516239)
(338298416074, 1464479349658)
(-402052082569, 1990923240726)
(708303937716, -339983927773)
(-1807367448264, 791664465998)
(-564975811594, 1006854736236)
(-1619443693638, -285107687034)
(-266373731180, -920379924611)
(1617843586202, 1491446094299)
(1762504497641, -1451096785150)
(1628693610174, -1881792556519)
(-989670538113, 1436839705437)
(478229735787, -426638813285)
(1968168072369, 1716530599654)
(1752758701049, 971291209514)
(1375352394026, -63052694677)
(1362322828127, 828616598060)
(960030545086, 1571156983088)
(-1699706031160, -656190512584)
(-247927027643, -913565837835)
(-339993130384, 1045575648707)
(-163767660861, -1957000630503)
(1357328775643, 1726720439840)
(667491457083, -904845470651)
(139101451159, -1027020763740)
(-1440269791927, 445311869552)
(-1339528146050, 761951358001)
(-584948240917, 1584098683914)
(606495743770, -596106243489)
(-1678461758405, 812953572166)
(-1280930590853, 1222119313294)
(918840162640, 613871325253)
(-1359415235431, -939852294168)
(-1532140770459, -90019054967)
(295096476429, -233058181103)
(-1001448330019, -1553918536869)
(-1056527632558, -1869714649520)
(-1027960544666, -377108016453)
(432977517884, -1313193339062)
(-1077421245306, 1730307151839)
(160595795284, -245316316322)
(-1419397805505, 1863030465795)
(-91059013736, 381000325850)
(-592880502754, 1452447805648)
(486905912417, -654960808888)
(1330293469495, -44057549473)
(-903817517273, 591303819490)
(-909860638213, 813030971980)
(1532707095632, 1899320313538)
(-1054873676594, 1528228749382)
(-686903445906, 44967738548)
(523638173852, 939061320385)
(1051817668962, 1674714666180)
(68347172935, 282910652289)
(-1425735063519, 1090914299143)
(1195617334593, 18986605271)
(472615806440, 1285395478620)
(-1094031062161, 1877926356264)
(-1392334358359, -41310719806)
(-1074068490575, -690138570803)
(744407006980, 502469563176)
(383002602664, -1880543839528)
(-712295586703, 58740822317)
(1681717962691, -1735175795073)
(-1503930374041, 1241847007666)
(-601081473916, 802284251804)
(268275820396, 1023285726147)
(-1923816998444, 461196293798)
(1290720318146, -1960075524221)
(1636378699047, -331219350646)
(1449986029262, -1216973370270)
(-859990170751, 853744888240)
(426761735384, -209647514494)
(357721835661, -1798522691768)
(-1870762671892, -764561923011)
(476591326480, 686383742982)
(-1707075430643, 40979333564)
(1477337190786, -913605847814)
(466523983193, -1287688401235)
(-966847026628, 161531693937)
(-413462931895, -1008674579120)
(-639177847530, -1062913279012)
(52476554496, -1527169929914)
(1384054591866, -684897855789)
(1255031450940, -1331812593851)
(1987448312808, 1720729591487)
(-132728149380, -1742216116708)
(-399954987202, 356134520012)
(133622979985, 1711577513733)
(-1096558833616, -540437656178)
(-1048997664319, 515755480997)
(1254189482550, -166987593630)
(-186948410615, -1424688153291)
(1969801914069, -244042834930)
(380734675543, -1551051964195)
(-1548046021892, -359256632970)
(-786677957913, 16807101832)
(464471962177, 400335669565)
(144480333217, -1905877236206)
(1060186434689, 1364908000649)
(-856972792012, -238623926005)
(-1166076353962, 1703987892001)
(661418305179, -63935024086)
(-672858364134, -1415679368392)
(-1095607461506, 1228179340593)
(-209225686285, 1059680698922)
(-570330718919, 1564691068493)
(1734181912145, -1072451072795)
(714502625390, -1996942198949)
(1115883357691, 1524238164895)
(1876017196, 1988001043111)
(-262667985984, 173554078258)
(-937633758723, 1914962770950)
(-255162445052, -1903560086932)
(-1843357524750, -912452635911)
(-1749369320070, -143073079724)
(-588460151662, -1633782658814)
(-57082502393, 492347669502)
(152740481297, 1749563264022)
(606334452919, -1854731107651)
(-625712880828, -1364244300965)
(1500892415828, 335272410569)
(226975719386, -875535758454)
(1422987000447, -1897579681711)
(-703882938916, -715161187889)
(-839166700084, -789621751290)
(760700292676, 964356426842)
(1636126532985, 1416006147760)
(-102802296094, 546680986278)
(986195216556, -38156158278)
(-147566719028, -1155259285709)
(1640638571065, 439068950539)
(1107641831580, 1751912835785)
(407027597222, -620392243515)
(862649721676, -267279247915)
(996558284825, 814716404356)
(688095980033, -1542439587235)
(1433653515654, 1588043371838)
(-305650134589, 1291875053206)
(1380234576530, 890891257416)
(953333821695, -872764282874)
(1849111347780, 1247269133503)
(-829423581523, -919462955257)
(-1424181001142, 669872028044)
(536873315098, -5114115553)
(-956657565204, 1629759939909)
(1884841950631, 1520536220735)
(-219903036564, -1733808969679)
(-234850361994, -1273546143977)
(1922884055685, 516250136519)
(-682662510121, -712387579104)
(-410464114139, 1737874753558)
(499808975274, 1067983239520)
(-620185413501, -1424565385034)
(-1883454231849, 396669743961)
(-591561697440, 1373158337561)
(-1143809923152, -203096230146)
(941681139074, -1802462204192)
(-85932613946, 1243282862918)
(1105583446184, -1968120547920)
(356340378853, -797002728958)
(977199668694, 1877876851812)
(998679127030, 643819801847)
(-434150121364, 338440448411)
(656961464613, 425398014587)
(1145580866570, -1951435370277)
(-747691576546, 434197824068)
(52839272245, 314018237361)
(-848256576740, -1171612196518)
(-1797380004853, 1376477362143)
(1485733840877, 403009768132)
(558034801600, -1993840466742)
(986734224302, 682567928483)
(48456870022, -1009710110139)
(-169419519710, -999494245262)
(-588176727701, -1930657416133)
(-201477094095, 434892270220)
(1367213300721, 772940867527)
(897478196429, 1130352998284)
(853960664323, -1137511307471)
(1995790031625, -109839756072)
(778960806758, 1989631375520)
(-1312437730455, -1795556887862)
(-935440951719, -335245028773)
(-1243620855276, -799991644811)
(-1390192401883, 135452521849)
(387912024878, -1713755164816)
(654462455322, 290392339646)
(1163866466754, -1191716206861)
(181270077534, -556310886536)
(1281864428878, -68981502483)
